ibu,size,style,brewery_location,id,name,abv,brewery_name
50,16 oz.,American IPA,"Minneapolis, MN",2692,Get Together,4.5%,NorthGate Brewing 
26,16 oz.,Milk / Sweet Stout,"Minneapolis, MN",2691,Maggie's Leap,4.9%,NorthGate Brewing 
19,16 oz.,English Brown Ale,"Minneapolis, MN",2690,Wall's End,4.8%,NorthGate Brewing 
38,16 oz.,Pumpkin Ale,"Minneapolis, MN",2689,Pumpion,6.0%,NorthGate Brewing 
25,16 oz.,American Porter,"Minneapolis, MN",2688,Stronghold,6.0%,NorthGate Brewing 
47,16 oz.,Extra Special / Strong Bitter (ESB),"Minneapolis, MN",2687,Parapet ESB,5.6%,NorthGate Brewing 
68,16 oz.,American Double / Imperial IPA,"Louisville, KY",2686,Citra Ass Down,8.0%,Against the Grain Brewery
80,16 oz.,English Barleywine,"Louisville, KY",2685,London Balling,12.5%,Against the Grain Brewery
25,16 oz.,Milk / Sweet Stout,"Louisville, KY",2684,35 K,7.7%,Against the Grain Brewery
42,16 oz.,American Pale Ale (APA),"Louisville, KY",2683,A Beer,4.2%,Against the Grain Brewery
25,16 oz.,German Pilsener,"Louisville, KY",2682,Rules are Rules,5.0%,Against the Grain Brewery
21,16 oz.,Pumpkin Ale,"Louisville, KY",2681,Flesh Gourd'n,6.6%,Against the Grain Brewery
13,16 oz.,Belgian Pale Ale,"Louisville, KY",2680,Sho'nuff,4.0%,Against the Grain Brewery
17,16 oz.,American Pilsner,"Louisville, KY",2679,Bloody Show,5.5%,Against the Grain Brewery
68,16 oz.,American Double / Imperial IPA,"Louisville, KY",2678,Rico Sauvin,7.6%,Against the Grain Brewery
38,16 oz.,Saison / Farmhouse Ale,"Louisville, KY",2677,Coq de la Marche,5.1%,Against the Grain Brewery
N/A,16 oz.,American Wild Ale,"Louisville, KY",2676,Kamen Knuddeln,6.5%,Against the Grain Brewery
65,16 oz.,American IPA,"Louisville, KY",2675,Pile of Face,6.0%,Against the Grain Brewery
20,16 oz.,English Brown Ale,"Louisville, KY",2674,The Brown Note,5.0%,Against the Grain Brewery
18,16 oz.,Keller Bier / Zwickel Bier,"Framingham, MA",2673,House Lager,5.2%,Jack's Abby Craft Lagers
15,12 oz. ,American Pale Lager,"Framingham, MA",2672,Leisure Time,4.8%,Jack's Abby Craft Lagers
80,16 oz.,American India Pale Lager,"Framingham, MA",2671,Excess IPL,7.2%,Jack's Abby Craft Lagers
65,12 oz.,American India Pale Lager,"Framingham, MA",2670,Hoponius Union,6.7%,Jack's Abby Craft Lagers
45,12 oz.,American India Pale Lager,"Framingham, MA",2669,Calyptra,4.9%,Jack's Abby Craft Lagers
100,16 oz.,American Double / Imperial IPA,"San Diego, CA",2668,Habitus (2014),8.0%,Mike Hess Brewing Company
85,16 oz.,American IPA,"San Diego, CA",2667,Solis,7.5%,Mike Hess Brewing Company
24,16 oz.,Wheat Ale,"San Diego, CA",2666,Jucundus,6.0%,Mike Hess Brewing Company
100,16 oz.,American Double / Imperial IPA,"San Diego, CA",2664,Habitus,8.0%,Mike Hess Brewing Company
30,16 oz.,Cream Ale,"San Diego, CA",2663,Grazias,6.3%,Mike Hess Brewing Company
28,16 oz.,Kölsch,"San Diego, CA",2662,Claritas,5.8%,Mike Hess Brewing Company
19,12 oz.,American Pale Wheat Ale,"San Francisco, CA",2661,Park,4.7%,Fort Point Beer Company
16,12 oz.,American Amber / Red Ale,"San Francisco, CA",2660,Westfalia,5.6%,Fort Point Beer Company
17,12 oz.,Kölsch,"San Francisco, CA",2659,KSA,4.6%,Fort Point Beer Company
42,12 oz.,American IPA,"San Francisco, CA",2658,Villager,6.3%,Fort Point Beer Company
N/A,12 oz.,American Double / Imperial Stout,"Charleston, SC",2657,Blackbeard,9.3%,COAST Brewing Company
N/A,12 oz.,American Brown Ale,"Charleston, SC",2656,Rye Knot,6.2%,COAST Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Charleston, SC",2655,Dead Arm,6.0%,COAST Brewing Company
N/A,16 oz.,Kölsch,"Charleston, SC",2654,32°/50° Kölsch ,4.8%,COAST Brewing Company
N/A,16 oz.,American IPA,"Charleston, SC",2653,HopArt,7.7%,COAST Brewing Company
N/A,16 oz.,American Double / Imperial IPA,"Charleston, SC",2652,Boy King,9.7%,COAST Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Denver, CO",2650,Denver Pale Ale (Artist Series No. 1),5.0%,Great Divide Brewing Company
N/A,12 oz.,Old Ale,"Denver, CO",2649,Hibernation Ale,8.7%,Great Divide Brewing Company
N/A,12 oz.,American Pale Wheat Ale,"Denver, CO",2648,Whitewater,6.1%,Great Divide Brewing Company
N/A,12 oz.,American IPA,"Denver, CO",2647,Rumble,7.1%,Great Divide Brewing Company
N/A,12 oz.,Tripel,"Denver, CO",2646,Orabelle,8.3%,Great Divide Brewing Company
N/A,12 oz.,American IPA,"Denver, CO",2645,Lasso,5.0%,Great Divide Brewing Company
75,12 oz.,Russian Imperial Stout,"Denver, CO",2644,Yeti  Imperial Stout,9.5%,Great Divide Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Denver, CO",2643,Colette,7.3%,Great Divide Brewing Company
N/A,12 oz.,American IPA,"Denver, CO",2642,Titan IPA,7.1%,Great Divide Brewing Company
35,16 oz.,American Porter,"Bridgman, MI",2640,Peck's Porter,6.5%,Tapistry Brewing
54,16 oz.,American Stout,"Holland, MI",2639,Dark Star,8.0%,Big Lake Brewing
N/A,16 oz.,American Pale Ale (APA),"Grand Rapids, MI",2638,G. B. Russo’s Italian Pistachio Pale Ale,5.2%,The Mitten Brewing Company
N/A,16 oz.,Saison / Farmhouse Ale,"Grand Rapids, MI",2637,Belfort,6.7%,Brewery Vivant
N/A,16 oz.,Belgian Pale Ale,"Grand Rapids, MI",2636,Star Runner,6.0%,Brewery Vivant
12,16 oz.,American Pale Lager,"Petoskey, MI",2635,Sparkle,4.1%,Petoskey Brewing
47,12 oz.,American IPA,"Marquette, MI",2634,Nordskye ,4.8%,Blackrocks Brewery
10,12 oz.,American Brown Ale,"Comstock Park, MI",2633,Hotbox Brown,5.5%,Perrin Brewing Company
15,12 oz.,American Blonde Ale,"Comstock Park, MI",2632,Gold,4.8%,Perrin Brewing Company
N/A,12 oz.,American Black Ale,"Comstock Park, MI",2631,Black,5.8%,Perrin Brewing Company
65,12 oz.,American IPA,"Comstock Park, MI",2630,98 Problems (Cuz A Hop Ain't One),6.5%,Perrin Brewing Company
40,12 oz.,American Pale Ale (APA),"Comstock Park, MI",2629,Veteran’s Pale Ale (VPA),5.0%,Perrin Brewing Company
35,12 oz.,American IPA,"Comstock Park, MI",2628,Grapefruit IPA,5.0%,Perrin Brewing Company
72,12 oz.,American IPA,"South Lyon, MI",2627,Train Hopper,5.8%,Witch's Hat Brewing Company
N/A,12 oz.,American Brown Ale,"South Lyon, MI",2626,Edward’s Portly Brown,4.5%,Witch's Hat Brewing Company
50,12 oz.,Scotch Ale / Wee Heavy,"Grand Rapids, MI",2625,Dirty Bastard,8.5%,Founders Brewing Company
N/A,16 oz.,Doppelbock,"Indianapolis, IN",2624,Deflator,6.5%,Flat 12 Bierwerks
20,16 oz.,American Porter,"Evansville, IN",2623,Cafe Leche,5.8%,Tin Man Brewing Company
12,16 oz.,Fruit / Vegetable Beer,"Evansville, IN",2622,Damascene Apricot Sour,5.2%,Tin Man Brewing Company
90,16 oz.,Russian Imperial Stout,"Evansville, IN",2621,Csar,12.0%,Tin Man Brewing Company
75,16 oz.,Rye Beer,"Indianapolis, IN",2620,Saucy Intruder,7.2%,Black Acre Brewing Co.
N/A,16 oz.,American Pale Ale (APA),"Plainfield, IN",2619,Insert Hop Reference,5.8%,Brew Link Brewing
46,16 oz.,American IPA,"Granger, IN",2618,Thai.p.a,7.0%,Bare Hands Brewery
64,16 oz.,American Pale Wheat Ale,"Martinsville, IN",2617,Citra Faced,5.5%,Three Pints Brewing
31,16 oz.,Oatmeal Stout,"Martinsville, IN",2616,Pole Barn Stout,5.5%,Three Pints Brewing
37,16 oz.,American Pale Ale (APA),"Martinsville, IN",2615,Pale,5.4%,Three Pints Brewing
27,16 oz.,California Common / Steam Beer,"Martinsville, IN",2614,Yoshi's Nectar,5.3%,Three Pints Brewing
N/A,16 oz.,Oatmeal Stout,"Valparaiso, IN",2613,Feel Like Maplin' Love,5.5%,Four Fathers Brewing 
N/A,16 oz.,Belgian Pale Ale,"Valparaiso, IN",2612,Father's Beer,5.0%,Four Fathers Brewing 
N/A,16 oz.,American IPA,"Valparaiso, IN",2611,The 26th,6.0%,Four Fathers Brewing 
90,16 oz.,American IPA,"Valparaiso, IN",2610,The Gadget,6.4%,Four Fathers Brewing 
58,12 oz.,American Pale Ale (APA),"Indianapolis, IN",2609,Tribute,5.8%,Indiana City Brewing
N/A,16 oz.,American Brown Ale,"Michigan City, IN",2608,Wrath of Pele,6.5%,Burn 'Em Brewing
N/A,16 oz.,American Black Ale,"Michigan City, IN",2607,Black Beer'd,6.8%,Burn 'Em Brewing
N/A,24 oz.,Fruit / Vegetable Beer,"Michigan City, IN",2606,Mr. Tea,7.8%,Burn 'Em Brewing
29,16 oz.,Altbier,"Indianapolis, IN",2605,Tip Off,5.2%,Sun King Brewing Company
23,16 oz.,American Blonde Ale,"Mishawaka, IN",2604,Blonde Czich,4.9%,Evil Czech Brewery
N/A,16 oz.,American IPA,"Columbus, IN",2603,Galaxyfest,6.5%,450 North Brewing Company
45,16 oz.,American IPA,"Columbus, IN",2602,Citrafest,5.0%,450 North Brewing Company
22,12 oz.,Dubbel,"Bargersville, IN",2601,Deduction,8.0%,Taxman Brewing Company
90,16 oz.,American Double / Imperial IPA,"Seven Points, TX",2600,Gone A-Rye,8.5%,Cedar Creek Brewery
20,12 oz.,American Porter,"Chandler, AZ",2599,Sex Panther,6.9%,SanTan Brewing Company
N/A,16 oz.,American Double / Imperial Stout,"Grand Rapids, MI",2598,Tart Side of the Barrel,9.8%,Brewery Vivant
N/A,16 oz.,American IPA,"Grand Rapids, MI",2597,Linnaeus Mango IPA,6.0%,Brewery Vivant
80,12 oz.,American IPA,"Kansas City, MO",2596,Heavy Lifting,6.2%,Boulevard Brewing Company
N/A,12 oz.,American Strong Ale,"Stevens Point, WI",2595,Bastian,???,James Page Brewing Company
35,16 oz.,American Pale Ale (APA),"Torrance, CA",2594,Surfrider,5.2%,The Dudes' Brewing Company
N/A,12 oz.,American IPA,"San Diego, CA",2593,Grapefruit Sculpin,7.0%,Ballast Point Brewing Company
N/A,12 oz,American IPA,"San Francisco, CA",2592,Liberty Ale,5.9%,Anchor Brewing Company
N/A,12 oz.,Kristalweizen,"Buellton, CA",2591,Weiss Weiss Baby,4.5%,Figueroa Mountain Brewing Company
45,12 oz.,Czech Pilsener,"Buellton, CA",2590,Czech Yo Self,5.5%,Figueroa Mountain Brewing Company
N/A,12 oz.,American Double / Imperial IPA,"Boulder, CO",2589,Raja,8.0%,Avery Brewing Company
26,12 oz.,American Amber / Red Lager,"Dripping Springs, TX",2588,Cow Creek,5.4%,Twisted X Brewing Company
11,16 oz.,American Porter,"Kalamazoo, MI",2587,Vanilla Porter,7.0%,Gonzo's BiggDogg Brewing
N/A,12 oz.,Fruit / Vegetable Beer,"Murphysboro, IL",2586,Blueberry Blonde,6.0%,Big Muddy Brewing
60,16 oz.,American IPA,"Murphysboro, IL",2585,Galaxy IPA,7.5%,Big Muddy Brewing
8,16 oz.,Gose,"East Fairfield, VT",2584,Gose,4.6%,Lost Nation Brewing
20,16 oz.,German Pilsener,"East Fairfield, VT",2583,Vermont Pilsner,4.8%,Lost Nation Brewing
N/A,16 oz.,American IPA,"East Fairfield, VT",2582,Mosaic Single Hop IPA,5.5%,Lost Nation Brewing
N/A,16 oz.,American IPA,"East Fairfield, VT",2581,Lost Galaxy,4.5%,Lost Nation Brewing
N/A,16 oz.,Gose,"Portland, ME",2580,Gose,3.5%,Rising Tide Brewing Company
100,12 oz.,American IPA,"Export, PA",2579,Jah Mon,5.0%,Rivertowne Brewing Company
N/A,12 oz.,American IPA,"San Francisco, CA",2578,IPA,6.5%,Anchor Brewing Company
N/A,12 oz.,American Pale Wheat Ale,"San Francisco, CA",2577,Summer Wheat,4.5%,Anchor Brewing Company
40,12 oz.,American Pale Ale (APA),"Chicago, IL",2576,Fist City,5.5%,Revolution Brewing Company
34,16.9 oz.,Tripel,"Manhattan, KS",2575,Wooden Rooster,8.5%,Tallgrass Brewing Company
52,12 oz.,Baltic Porter,"Brooklyn, NY",2574,4Beans,10.0%,Sixpoint Craft Ales
N/A,12 oz.,Berliner Weissbier,"Hooksett, NH",2573,Raspberry Berliner Weisse,5.5%,White Birch Brewing
N/A,12 oz.,American IPA,"Hooksett, NH",2572,Hop Session,5.0%,White Birch Brewing
N/A,12 oz.,Berliner Weissbier,"Hooksett, NH",2571,Blueberry Berliner Weisse,5.5%,White Birch Brewing
N/A,12 oz.,Berliner Weissbier,"Hooksett, NH",2570,Berliner Weisse,5.5%,White Birch Brewing
47,12 oz.,American IPA,"Paso Robles, CA",2569,Easy Jack,4.5%,Firestone Walker Brewing Company
35,12 oz.,German Pilsener,"Atlanta, GA",2568,Take Two Pils,5.5%,SweetWater Brewing Company
N/A,12 oz.,American Porter,"Troutville, VA",2567,Flying Mouse 8,4.0%,Flying Mouse Brewery
70,12 oz. ,American IPA,"Troutville, VA",2566,Flying Mouse 4,7.0%,Flying Mouse Brewery
N/A,19.2 oz.,Quadrupel (Quad),"Boulder, CO",2565,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,12.8%,Upslope Brewing Company
N/A,19.2 oz.,Rye Beer,"Boulder, CO",2564,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,10.4%,Upslope Brewing Company
24,19.2 oz.,American Wild Ale,"Boulder, CO",2563,Lee Hill Series Vol. 2 - Wild Saison,6.8%,Upslope Brewing Company
51,19.2 oz.,American Double / Imperial Stout,"Boulder, CO",2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,9.9%,Upslope Brewing Company
N/A,19.2 oz.,American Brown Ale,"Boulder, CO",2561,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,7.6%,Upslope Brewing Company
N/A,12 oz. ,Saison / Farmhouse Ale,"Boulder, CO",2560,Blood Orange Saison,6.0%,Upslope Brewing Company
N/A,16 oz.,American Amber / Red Ale,"Chicago, IL",2559,Blood of the Unicorn,6.5%,Pipeworks Brewing Company
44,12 oz.,English India Pale Ale (IPA),"Roseville, MN",2558,Moar,4.4%,Bent Brewstillery
N/A,16 oz.,American Double / Imperial IPA,"Roseville, MN",2557,Uber Lupin Schwarz IPA,8.3%,Bent Brewstillery
27,12 oz.,American Blonde Ale,"Roseville, MN",2556,Nordic Blonde,5.7%,Bent Brewstillery
20,16 oz.,Saison / Farmhouse Ale,"Manhattan, KS",2555,Ginger Peach Saison,4.8%,Tallgrass Brewing Company
N/A,16 oz.,American Pale Ale (APA),"Lombard, IL",2554,Moped Traveler,5.5%,Flesk Brewing Company
45,12 oz.,American Pale Ale (APA),"Lemont, IL",2553,Mazzie,5.4%,Pollyanna Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Lyons, IL",2552,Painted Turtle,4.5%,BuckleDown Brewing
N/A,12 oz.,Hefeweizen,"Atlanta, GA",2551,Waterkeeper,5.7%,SweetWater Brewing Company
16,12 oz.,Hefeweizen,"Bloomington, IL",2550,Weissenheimer,5.2%,Destihl Brewery
40,12 oz.,Extra Special / Strong Bitter (ESB),"St. Paul, MN",2549,Make It So,5.3%,Summit Brewing Company
N/A,16 oz.,Rauchbier,"Grand Rapids, MI",2548,Beasts A'Burnin',7.0%,Brewery Vivant
N/A,12 oz.,Hefeweizen,"Portage, MI",2547,Beach Cruiser,4.5%,Latitude 42 Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Boulder, CO",2546,Perzik Saison,6.4%,Avery Brewing Company
11,12 oz.,Berliner Weissbier,"Saint Louis, MO",2545,Passion Fruit Prussia,3.5%,4 Hands Brewing Company
18,12 oz.,American Blonde Ale,"Saint Louis, MO",2544,Send Help,4.5%,4 Hands Brewing Company
N/A,16 oz.,American IPA,"Brooklyn Center, MN",2543,Todd the Axe Man,7.2%,Surly Brewing Company
N/A,16 oz.,Bière de Garde,"Grand Rapids, MI",2542,Verdun,7.7%,Brewery Vivant
N/A,16 oz.,Belgian IPA,"Grand Rapids, MI",2541,Barrel Aged Triomphe,6.5%,Brewery Vivant
68,16 oz.,American IPA,"Louisville, KY",2540,Citra Ass Down,8.2%,Against The Grain Brewery
20,16 oz.,American Brown Ale,"Louisville, KY",2539,The Brown Note,5.0%,Against The Grain Brewery
46,12 oz.,American Pale Ale (APA),"Edwards, CO",2538,Neomexicanus Native,6.0%,Crazy Mountain Brewing Company
N/A,24 oz.,Belgian IPA,"Chicago, IL",2537,Monkey Dancing On A Razor Blade,8.5%,SlapShot Brewing Company
N/A,24 oz.,Tripel,"Chicago, IL",2536,Tripel Deke,8.2%,SlapShot Brewing Company
N/A,24 oz.,American Double / Imperial IPA,"Chicago, IL",2535,Vinyl Frontier,8.3%,Mikerphone Brewing
N/A,24 oz.,American IPA,"Chicago, IL",2534,Disco Superfly,8.0%,Mikerphone Brewing
N/A,24 oz.,American IPA,"Chicago, IL",2533,Misty Mountain Hop,7.5%,Mikerphone Brewing
N/A,24 oz.,Belgian IPA,"Chicago, IL",2532,One-Hit Wonderful,7.5%,Mikerphone Brewing
N/A,24 oz.,Saison / Farmhouse Ale,"Chicago, IL",2531,En Parfaite Harmonie,6.5%,Mikerphone Brewing
8,24 oz.,Berliner Weissbier,"Chicago, IL",2530,Daft Funk,4.3%,Mikerphone Brewing
N/A,24 oz.,American IPA,"Chicago, IL",2529,Love In An Ellavator,7.5%,Mikerphone Brewing
N/A,24 oz.,American Pale Ale (APA),"Chicago, IL",2528,Spin Doctor,5.3%,Mikerphone Brewing
27,12 oz.,,"San Antonio, TX",2527,OktoberFiesta,5.3%,Freetail Brewing Company
33,12 oz.,American Brown Ale,"San Antonio, TX",2526,Texicali ,6.5%,Freetail Brewing Company
N/A,12 oz.,Witbier,"San Antonio, TX",2525,Pinata Protest,6.0%,Freetail Brewing Company
20,12 oz.,Munich Helles Lager,"San Antonio, TX",2524,Bat Outta Helles,4.2%,Freetail Brewing Company
N/A,12 oz.,American Amber / Red Ale,"San Antonio, TX",2523,Original,6.8%,Freetail Brewing Company
10,12 oz.,Witbier,"San Antonio, TX",2522,Rye Wit,4.2%,Freetail Brewing Company
70,12 oz.,American IPA,"San Antonio, TX",2521,Soul Doubt,5.9%,Freetail Brewing Company
5,12 oz.,Berliner Weissbier,"San Antonio, TX",2520,Yo Soy Un Berliner,4.4%,Freetail Brewing Company
82,12 oz.,American IPA,"St Petersburg, FL",2519,Bimini Twist,7.0%,3 Daughters Brewing
N/A,12 oz.,American Blonde Ale,"St Petersburg, FL",2518,Beach Blonde,5.0%,3 Daughters Brewing
N/A,12 oz.,American Amber / Red Ale,"St Petersburg, FL",2517,Rod Bender Red,5.9%,3 Daughters Brewing
17,16 oz.,American Blonde Ale,"Mt. Airy, MD",2516,Farmer's Daughter Blonde,5.1%,Red Shedman Farm Brewery and Hop...
45,16 oz.,American IPA,"Mt. Airy, MD",2515,Pump House IPA,5.5%,Red Shedman Farm Brewery and Hop...
N/A,16 oz.,Belgian IPA,"Mt. Airy, MD",2514,Suicide Blonde IPA,7.0%,Red Shedman Farm Brewery and Hop...
25,16 oz.,American Porter,"Mt. Airy, MD",2513,Vanilla Porter,4.7%,Red Shedman Farm Brewery and Hop...
18,16 oz.,Rye Beer,"Mt. Airy, MD",2512,Honey Rye,5.8%,Red Shedman Farm Brewery and Hop...
75,16 oz.,American IPA,"Boone, NC",2511,Long Leaf,7.1%,Appalachian Mountain Brewery
19,16 oz.,American Blonde Ale,"Boone, NC",2510,Honey Badger Blonde,4.7%,Appalachian Mountain Brewery
23,16 oz.,American Porter,"Boone, NC",2509,Porter (a/k/a Black Gold Porter),6.0%,Appalachian Mountain Brewery
45,16 oz.,American Pale Ale (APA),"Charlotte, NC",2508,Jalapeno Pale Ale,5.5%,Birdsong Brewing Company
90,12 oz.,American Double / Imperial IPA,"Baltimore, MD",2507,Double Duckpin,8.5%,Union Craft Brewing
10,12 oz.,Gose,"Baltimore, MD",2506,Old Pro,4.2%,Union Craft Brewing
22,12 oz.,Abbey Single Ale,"Bloomington, IL",2505,Abbey's Single (2015- ),4.9%,Destihl Brewery
N/A,16 oz.,Doppelbock,"Grand Rapids, MI",2504,Cherry Doppelbock,6.5%,Brewery Vivant
115,16 oz.,American Double / Imperial IPA,"Detroit, MI",2503,Hop A-Peel,7.5%,Atwater Brewery
12,16 oz.,American Porter,"Detroit, MI",2502,Vanilla Java Porter,5.5%,Atwater Brewery
N/A,12 oz.,American Pale Ale (APA),"Madison, WI",2501,Hopalicious,5.7%,Ale Asylum
N/A,16 oz.,Saison / Farmhouse Ale,"Grand Rapids, MI",2500,Tropical Saison,6.5%,Brewery Vivant
N/A,16 oz.,Witbier,"Grand Rapids, MI",2499,Beach Patrol,6.5%,Brewery Vivant
N/A,16 oz.,Belgian IPA,"Grand Rapids, MI",2498,Nuit Serpent,5.0%,Brewery Vivant
69,16 oz.,American IPA,"Warrenville, IL",2497,Wobble,6.3%,Two Brothers Brewing Company
N/A,12 oz.,American Black Ale,"Duluth, MN",2496,Cold Press,6.0%,Bent Paddle Brewing Company
N/A,16 oz.,Fruit / Vegetable Beer,"Detroit, MI",2495,Michelada,5.2%,Atwater Brewery
N/A,12 OZ.,American Pale Wheat Ale,"Kalamazoo, MI",2494,Oberon,5.8%,Bell's Brewery
N/A,12 oz.,American IPA,"Portage, MI",2493,I.P. Eh!,6.8%,Latitude 42 Brewing Company
N/A,12 oz.,American Amber / Red Ale,"Portage, MI",2492,Schoolhouse Honey,5.0%,Latitude 42 Brewing Company
N/A,12 oz.,English Brown Ale,"Portage, MI",2491,10 Degrees of Separation,5.5%,Latitude 42 Brewing Company
N/A,12 oz. ,American Stout,"Austin, TX",2490,Professor Black,???,Blue Owl Brewing
N/A,12 oz. ,American Pale Wheat Ale,"Austin, TX",2489,Little Boss,???,Blue Owl Brewing
N/A,12 oz.,American Amber / Red Ale,"Austin, TX",2488,Van Dayum!,???,Blue Owl Brewing
N/A,12 oz.,American Pale Ale (APA),"Austin, TX",2487,Spirit Animal,???,Blue Owl Brewing
35,12 oz.,American IPA,"San Francisco, CA",2486,Baby Daddy Session IPA,4.7%,Speakasy Ales & Lagers
16,12 oz. ,American Brown Ale,"Sheridan, WY",2485,Saddle Bronc Brown Ale,4.8%,Black Tooth Brewing Company
20,12 oz.,American Amber / Red Ale,"Sheridan, WY",2484,Bomber Mountain Amber Ale,4.6%,Black Tooth Brewing Company
N/A,16 oz.,Cider,"Portland, OR",2483,Hard Cider,6.8%,Hopworks Urban Brewery
21,16 oz.,Radler,"Portland, OR",2482,Totally Radler,2.7%,Hopworks Urban Brewery
N/A,16 oz.,Saison / Farmhouse Ale,"Grand Rapids, MI",2481,Paris,9.0%,Brewery Vivant
N/A,12 oz.,Hefeweizen,"Stevens Point, WI",2480,Healani,4.5%,James Page Brewing Company
16,12 oz. Slimline,Gose,"Brooklyn, NY",2479,Jammer,4.2%,Sixpoint Craft Ales
40,12 oz.,American Pale Ale (APA),"Michigan City, IN",2478,Pale Alement,5.5%,Burn 'Em Brewing
N/A,12 oz.,Fruit / Vegetable Beer,"Denver, CO",2477,Lil' Brainless Raspberries,5.2%,Epic Brewing
N/A,16 oz.,Belgian IPA,"Grand Rapids, MI",2476,The Grand Army,5.5%,Brewery Vivant
40,12 oz.,American IPA,"Fort Collins, CO",2475,Slow Ride,4.5%,New Belgium Brewing Company
N/A,12 oz.,German Pilsener,"Chico, CA",2474,Nooner,5.2%,Sierra Nevada Brewing Company
55,16 oz.,American Pale Ale (APA),"St. Paul, MN",2473,Hopvale Organic Ale,4.7%,Summit Brewing Company
N/A,12 oz.,Witbier,"Houghton, MI",2472,U. P. Witbier,???,Keweenaw Brewing Company
115,12 oz.,American Double / Imperial IPA,"Michigan City, IN",2471,Hopkick Dropkick,9.9%,Burn 'Em Brewing
N/A,12 oz.,Cream Ale,"Michigan City, IN",2470,Kreamed Corn,6.0%,Burn 'Em Brewing
N/A,16 oz.,American IPA,"Holland, MI",2469,Ryecoe,6.2%,Big Lake Brewing
N/A,16 oz.,American Amber / Red Ale,"Traverse City, MI",2468,Manitou Amber,5.3%,Brewery Terra Firma
N/A,16 oz.,Saison / Farmhouse Ale,"Grand Rapids, MI",2467,Acidulated Trip,5.9%,Brewery Vivant
N/A,16 oz.,Rye Beer,"Grand Rapids, MI",2466,Root Stock,6.6%,Brewery Vivant
N/A,16 oz.,Dunkelweizen,"Grand Rapids, MI",2465,Mind Games,4.1%,Brewery Vivant
N/A,16 oz.,American Pale Wheat Ale,"Michigan City, IN",2464,Coconoats,6.5%,Burn 'Em Brewing
75,12 oz.,American IPA,"Paso Robles, CA",2463,Union Jack,7.5%,Firestone Walker Brewing Company
N/A,12 oz.,German Pilsener,"Paso Robles, CA",2462,Pivo Pils,5.3%,Firestone Walker Brewing Company
N/A,16 oz,Märzen / Oktoberfest,"Westerly, RI",2461,Autumn Winds Fest Beer,5.8%,Grey Sail Brewing Company
65,16 oz.,American IPA,"Kirkwood, MO",2460,India Pale Ale,6.3%,Kirkwood Station Brewing Company
11,16 oz.,American Pale Wheat Ale,"Kirkwood, MO",2459,Blackberry Wheat,4.8%,Kirkwood Station Brewing Company
63,12 oz.,American IPA,"Dripping Springs, TX",2458,Chupahopra,7.5%,Twisted X Brewing Company
30,16 oz.,American Pale Ale (APA),"Chicago, IL",2457,312 Urban Pale Ale,5.4%,Goose Island Brewing Company
N/A,16 oz.,American Amber / Red Ale,"East Windsor, CT",2456,Broad Brook Ale,6.1%,Broad Brook Brewing LLC
N/A,12 oz.,American Pilsner,"Wilkes-Barre, PA",2455,Lionshead,4.5%,The Lion Brewery
N/A,12 oz.,American Double / Imperial IPA,"Cincinnati, OH",2454,Galaxy High,9.9%,Madtree Brewing Company
N/A,12 oz.,Fruit / Vegetable Beer,"Athens, OH",2453,Razz Wheat,5.5%,Jackie O's Pub & Brewery
42,12 oz.,American Amber / Red Ale,"Cincinnati, OH",2452,Hustle,5.7%,Rhinegeist Brewery
42,12 oz.,American Pale Ale (APA),"Cincinnati, OH",2451,Pure Fury,5.5%,Rhinegeist Brewery
67,16 oz.,American IPA,"Dayton, OH",2450,Self Starter,5.2%,Warped Wing Brewing Company
N/A,12 oz.,Rye Beer,"Marquette, MA",2449,Flying Sailor,7.3%,Blackrocks Brewery
N/A,16 oz.,American IPA,"Bridgman, MI",2448,Reactor,7.0%,Tapistry Brewing
N/A,16 oz.,Witbier,"Bridgman, MI",2447,Mr. Orange,5.7%,Tapistry Brewing
N/A,12 oz.,American Brown Ale,"Morganton, NC",2446,Peanut Butter Jelly Time,5.8%,Catawba Valley Brewing Company
N/A,16 oz.,Doppelbock,"Hershey, PA",2445,Troegenator,8.2%,Tröegs Brewing Company
93,16 oz.,American Amber / Red Ale,"Hershey, PA",2444,Nugget Nectar,7.5%,Tröegs Brewing Company
N/A,12 oz.,Belgian Pale Ale,"Brooklyn, NY",2443,Abigale,8.0%,Sixpoint Craft Ales
N/A,32 oz.,Belgian Pale Ale,"San Diego, CA",2442,Cortez Gold,5.0%,Mission Brewery
66,32 oz.,American IPA,"San Diego, CA",2441,Mission IPA,6.8%,Mission Brewery
126,12 oz.,American Double / Imperial IPA,"Cincinnati, OH",2440,Bay of Bengal Double IPA (2014),8.9%,Christian Moerlein Brewing Company
