ibu,size,style,brewery_location,id,name,abv,brewery_name
N/A,12 oz.,Vienna Lager,"Middleton, WI",840,Wisconsin Amber (1998),5.2%,Capital Brewery
N/A,12 oz.,Herbed / Spiced Beer,"Chandler, AZ",839,Rail Slide Imperial Spiced Ale,8.1%,SanTan Brewing Company
43,16 oz.,American IPA,"Washougal, WA",837,Desolation IPA,6.2%,Amnesia Brewing Company
21,12 oz.,American Blonde Ale,"Blanco, TX",830,Firemans #4 Blonde Ale (2015),5.1%,Real Ale Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Baltimore, MD",829,Duckpin Pale Ale,5.5%,Union Craft Brewing
65,12 oz.,American Pale Ale (APA),"Longmont, CO",828,Dale's Pale Ale (2012),6.5%,Oskar Blues Brewery
N/A,12 oz.,American IPA,"Telluride, CO",827,Tempter IPA,6.4%,Telluride Brewing Company
N/A,16 oz.,Irish Dry Stout,"Stevensville, MT",826,Mystical Stout,5.4%,Wildwood Brewing Company
N/A,16 oz.,Bock,"Stevensville, MT",825,Bodacious Bock,7.5%,Wildwood Brewing Company
22,12 oz.,American Pale Wheat Ale,"Leavenworth, KS",824,Tonganoxie Honey Wheat,4.4%,High Noon Saloon And Brewery
N/A,12 oz.,Cider,"Biglerville, PA",823,Jack's Hard Cider,5.1%,Jack's Hard Cider (Hauser Estate...
N/A,12 oz.,Cider,"Middlebury, VT",822,Woodchuck Amber Hard Cider,5.0%,Woodchuck Hard Cider
7,12 oz.,American Pale Wheat Ale,"Stevens Point, WI",816,Point Nude Beach Summer Wheat,5.0%,Stevens Point Brewery
N/A,12 oz.,Fruit / Vegetable Beer,"Portland, ME",815,Sea Dog Wild Blueberry Wheat Ale,4.7%,Sea Dog Brewing Company
N/A,12 oz.,Pumpkin Ale,"Portland, ME",814,Pumpkinhead Ale,4.7%,Shipyard Brewing Company
N/A,16 oz.,Munich Helles Lager,"Stevensville, MT",813,Ambitious Lager,5.0%,Wildwood Brewing Company
15,12 oz.,American Amber / Red Ale,"Boonville, CA",811,Boont Amber Ale (2010),5.8%,Anderson Valley Brewing Company
N/A,16 oz.,American Pale Ale (APA),"Chicago, IL",809,Cut Throat Pale Ale,5.5%,Finch's Beer Company
35,12 oz.,American Pale Ale (APA),"Boulder, CO",808,Hoopla Pale Ale,5.7%,Boulder Beer Company
N/A,12 oz.,American Amber / Red Ale,"Denver, CO",807,Rail Yard Ale,5.2%,Wynkoop Brewing Company
85,12 oz.,American Double / Imperial IPA,"Longmont, CO",806,Gordon Imperial Red (2010),8.7%,Oskar Blues Brewery
85,12 oz.,American Double / Imperial IPA,"Lyons, CO",805,Gordon (2005),9.2%,Oskar Blues Brewery
98,12 oz.,Russian Imperial Stout,"Lyons, CO",804,Ten Fidy Imperial Stout (2008),9.5%,Oskar Blues Brewery
98,12 oz.,Russian Imperial Stout,"Lyons, CO",803,Ten Fidy Imperial Stout (2007),9.9%,Oskar Blues Brewery
17,12 oz.,Fruit / Vegetable Beer,"San Francisco, CA",802,Hell or High Watermelon Wheat (2009),4.9%,21st Amendment Brewery
17,12 oz.,Fruit / Vegetable Beer,"San Francisco, CA",801,Hell or High Watermelon Wheat (2009),4.9%,21st Amendment Brewery
17,12 oz.,Fruit / Vegetable Beer,"San Francisco, CA",800,21st Amendment Watermelon Wheat Beer (2006),4.9%,21st Amendment Brewery
70,12 oz.,American IPA,"San Francisco, CA",799,21st Amendment IPA (2006),7.0%,21st Amendment Brewery
N/A,16 oz.,American Blonde Ale,"Eagle, CO",798,Brush Creek Blonde,4.8%,Bonfire Brewing Company
70,12 oz.,American IPA,"San Francisco, CA",797,Brew Free! or Die IPA (2008),7.0%,21st Amendment Brewery
70,12 oz.,American IPA,"San Francisco, CA",796,Brew Free! or Die IPA (2009),7.0%,21st Amendment Brewery
24,12 oz.,American Amber / Red Ale,"Ashland, OR",794,Ashland Amber Ale (2009),5.4%,Caldera Brewing Company
94,12 oz.,American IPA,"Ashland, OR",793,Caldera IPA (2009),6.1%,Caldera Brewing Company
94,12 oz.,American IPA,"Ashland, OR",792,Caldera IPA (2007),6.1%,Caldera Brewing Company
55,12 oz.,American Pale Ale (APA),"Ashland, OR",791,Caldera Pale Ale (2010),5.6%,Caldera Brewing Company
55,12 oz.,American Pale Ale (APA),"Ashland, OR",790,Caldera Pale Ale (2009),5.6%,Caldera Brewing Company
55,12 oz.,American Pale Ale (APA),"Ashland, OR",789,Caldera Pale Ale (2005),5.6%,Caldera Brewing Company
55,12 oz.,American Pale Ale (APA),"Ashland, OR",788,Caldera Pale Ale (2007),5.6%,Caldera Brewing Company
35,12 oz.,Scottish Ale,"Lyons, CO",787,Old Chub (2008),8.0%,Oskar Blues Brewery
35,12 oz.,Scottish Ale,"Lyons, CO",786,Old Chub (2004),8.0%,Oskar Blues Brewery
35,12 oz.,Scottish Ale,"Lyons, CO",785,Old Chub (2003),8.0%,Oskar Blues Brewery
N/A,12 oz.,American Blonde Ale,"Mooresville, NC",784,Carolina Lighthouse (2007),4.0%,Carolina Beer & Beverage
N/A,12 oz.,American Blonde Ale,"Mooresville, NC",783,Carolina Blonde (2006),5.0%,Carolina Beer & Beverage
N/A,12 oz.,American Blonde Ale,"Mooresville, NC",782,Carolina Blonde Light (2005),3.5%,Carolina Beer & Beverage
9,12 oz.,American Dark Wheat Ale,"Krebs, OK",781,Choc Beer (2003),4.0%,Krebs Brewing Company (Pete's Pl...
N/A,12 oz.,American Amber / Red Ale,"Fort Wayne, IN",780,T-6 Red Ale (2004),4.7%,Warbird Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Houghton, MI",779,November Gale Pale Ale,???,Keweenaw Brewing Company
47,16 oz.,American Brown Ale,"Brooklyn, NY",778,Brownstone,5.9%,Sixpoint Craft Ales
20,12 oz.,Fruit / Vegetable Beer,"Chandler, AZ",777,Mr. Pineapple,5.0%,SanTan Brewing Company
N/A,16 oz.,Witbier,"Milwaukee, WI",776,O-Gii,9.2%,Milwaukee Brewing Company
25,12 oz.,American Brown Ale,"Garden City, ID",775,Mutton Buster,5.5%,Payette Brewing Company
N/A,12 oz.,American Stout,"Durango, CO",774,Autumnal Molé Stout,???,Ska Brewing Company
12,12 oz.,American Blonde Ale,"Utica, NY",773,Blueberry Blonde Ale,5.0%,Matt Brewing Company
7,12 oz.,American Pale Wheat Ale,"Stevens Point, WI",772,Point Nude Beach Summer Wheat (2011),5.0%,Stevens Point Brewery
42,12 oz.,American IPA,"Boston, MA",770,Harpoon IPA (2012),5.9%,Harpoon Brewery
28,12 oz.,Kölsch,"Boston, MA",769,Harpoon Summer Beer (2012),5.0%,Harpoon Brewery
N/A,12 oz.,Witbier,"Lake Havasu City, AZ",768,Full Moon Belgian White Ale,8.5%,Mudshark Brewing Company
26,12 oz.,American Brown Ale,"Missoula, MT",767,Moose Drool Brown Ale (2011),5.1%,Big Sky Brewing Company
35,12 oz.,American Pale Wheat Ale,"Missoula, MT",766,Montana Trout Slayer Ale (2012),5.0%,Big Sky Brewing Company
20,16 oz.,Milk / Sweet Stout,"Manhattan, KS",765,Buffalo Sweat,5.0%,Tallgrass Brewing Company
45,12 oz.,American Pale Ale (APA),"Chandler, AZ",764,American Idiot Ale (2012),5.5%,SanTan Brewing Company
N/A,16 oz.,English India Pale Ale (IPA),"Cortland, NE",763,Hopluia (2004),???,Spilker Ales
83,16 oz.,American IPA,"Tacoma, WA",762,Ace IPA,7.4%,Wingman Brewers
31,16 oz.,American Porter,"Tacoma, WA",761,P-51 Porter,8.0%,Wingman Brewers
11,16 oz.,Scotch Ale / Wee Heavy,"Missoula, MT",760,Cold Smoke Scotch Ale (2007),6.5%,Kettle House Brewing Company
65,16 oz.,American IPA,"Missoula, MT",759,Double Haul IPA (2009),6.5%,Kettle House Brewing Company
65,16 oz.,American IPA,"Missoula, MT",758,Double Haul IPA (2006),6.5%,Kettle House Brewing Company
N/A,12 oz.,American Amber / Red Ale,"Woodbridge, CT",757,Atlantic Amber Ale (2004),5.0%,New England Brewing Company
N/A,12 oz.,English Pale Mild Ale,"Brooklyn, NY",756,Brooklyn Summer Ale,4.5%,Brooklyn Brewery
65,12 oz.,American Pale Ale (APA),"Longmont, CO",755,Dale's Pale Ale (2011),6.5%,Oskar Blues Brewery
65,12 oz.,American Pale Ale (APA),"Longmont, CO",754,Dale's Pale Ale (2010),6.5%,Oskar Blues Brewery
4,12 oz.,Cream Ale,"Boonville, CA",753,Summer Solstice Cerveza Crema (2009),5.6%,Anderson Valley Brewing Company
24,12 oz.,American Amber / Red Ale,"Newport, RI",751,Hurricane Amber Ale (2004),5.2%,Coastal Extreme Brewing Company
70,16 oz.,American IPA,"Los Angeles, CA",750,Burning Bush Smoked IPA,8.0%,Golden Road Brewing
70,16 oz.,American IPA,"Los Angeles, CA",749,Wolf Among Weeds IPA (2012),8.0%,Golden Road Brewing
18,12 oz.,American Amber / Red Ale,"Fort Collins, CO",748,Fat Tire Amber Ale (2011),5.2%,New Belgium Brewing Company
86,16 oz.,American Double / Imperial IPA,"Portland, OR",747,Old Grogham Imperial India Pale Ale (2012),8.5%,Natian Brewery
N/A,16 oz.,American Black Ale,"Portland, OR",746,CuDa Cascadian Dark Ale (2012),7.4%,Natian Brewery
65,12 oz.,American Pale Ale (APA),"Lyons, CO",745,Dale's Pale Ale (2008),6.5%,Oskar Blues Brewery
65,12 oz.,American Pale Ale (APA),"Lyons, CO",744,Dale's Pale Ale (2006),6.5%,Oskar Blues Brewery
65,12 oz.,American Pale Ale (APA),"Lyons, CO",743,Dale's Pale Ale (2004),6.5%,Oskar Blues Brewery
65,12 oz.,American Pale Ale (APA),"Lyons, CO",742,Dale's Pale Ale (2003),6.5%,Oskar Blues Brewery
65,12 oz.,American Pale Ale (APA),"Lyons, CO",741,Dale's Pale Ale (2002),6.5%,Oskar Blues Brewery
100,12 oz.,American Double / Imperial IPA,"Lake Barrington, IL",740,Hop Slayer Double IPA (2011),8.2%,Wild Onion Brewing Company
24,16 oz.,Dortmunder / Export Lager,"Indianapolis, IN",739,Indianapolis Indians Lager,5.2%,Sun King Brewing Company
N/A,12 oz.,English Pale Ale,"Marlborough, MA",738,Archer's Ale (2004),5.0%,Sherwood Forest Brewers
N/A,12 oz.,American Pale Lager,"Pawcatuck, CT",737,Chester's Beer (2005),3.8%,Cottrell Brewing
33,12 oz.,Vienna Lager,"Idaho Springs, CO",736,Ornery Amber Lager (2003),5.5%,Tommyknocker Brewery
N/A,12 oz.,American Pale Ale (APA),"Colorado Springs, CO",735,On-On Ale (2008),5.2%,Arctic Craft Brewery
N/A,12 oz.,American Brown Ale,"Lyons, CO",734,Leroy (2005),5.2%,Oskar Blues Brewery
60,12 oz.,American Double / Imperial IPA,"Lyons, CO",733,Gordon Beer (2006),8.7%,Oskar Blues Brewery
N/A,16 oz.,American Black Ale,"Belmont, CA",731,Kaleidoscope Collaboration 2012,???,Devil's Canyon Brewery
85,16 oz.,American IPA,"Belmont, CA",730,California Sunshine Rye IPA,7.1%,Devil's Canyon Brewery
80,12 oz.,American Black Ale,"Minneapolis, MN",729,Midnight Ryder,6.5%,Indeed Brewing Company
45,12 oz.,American Pale Ale (APA),"Minneapolis, MN",728,Day Tripper Pale Ale,5.4%,Indeed Brewing Company
N/A,12 oz.,American Blonde Ale,"Portland, ME",727,Shipyard Export,5.1%,Shipyard Brewing Company
85,16 oz.,American Double / Imperial IPA,"Longmont, CO",726,G'KNIGHT (16 oz.),8.7%,Oskar Blues Brewery
N/A,16 oz.,American Double / Imperial IPA,"Belfast, ME",725,Cant Dog Imperial Pale Ale,9.7%,Marshall Wharf Brewing Company
20,16 oz.,American Blonde Ale,"Seattle, WA",724,Hilliard's Blonde,4.9%,Hilliard's Beer
N/A,16 oz.,Belgian Dark Ale,"Longmont, CO",720,15th Anniversary Abbey Ale (2012),9.0%,Oskar Blues Brewery
N/A,16 oz.,American Brown Ale,"San Diego, CA",719,Sweet Georgia Brown,5.4%,Monkey Paw Pub & Brewery
N/A,16 oz.,American Double / Imperial IPA,"San Diego, CA",718,Rich Man's IIPA,8.7%,Monkey Paw Pub & Brewery
N/A,16 oz.,American Pale Ale (APA),"San Diego, CA",717,Monkey Paw Oatmeal Pale Ale,5.8%,Monkey Paw Pub & Brewery
N/A,16 oz.,American Blonde Ale,"Greeley, CO",716,Trigger Blonde Ale,4.8%,Crabtree Brewing Company
N/A,12 oz.,Czech Pilsener,"Marietta, GA",715,Long Day Lager,4.9%,Red Hare Brewing Company
N/A,12 oz.,Belgian Strong Dark Ale,"Lahaina, HI",713,Aloha B’ak’tun,7.0%,Maui Brewing Company
N/A,12 oz.,Fruit / Vegetable Beer,"Lahaina, HI",712,Liquid Breadfruit,8.2%,Maui Brewing Company
68,12 oz.,American Pale Ale (APA),"Dillon, CO",711,Over the Rail Pale Ale,5.7%,Pug Ryan's Brewery
N/A,16 oz.,American Porter,"Paonia, CO",710,Rye Porter,???,Revolution Brewing
N/A,16 oz.,American Blonde Ale,"Paonia, CO",709,Miner's Gold,5.0%,Revolution Brewing
N/A,16 oz.,Vienna Lager,"Paonia, CO",708,Vienna Lager,4.6%,Revolution Brewing
N/A,12 oz.,American Pale Wheat Ale,"Lewiston, ME",707,Celsius Summer Ale (2012),4.7%,Baxter Brewing Company
N/A,16 oz.,American Pale Ale (APA),"Paonia, CO",706,Jessie's Garage,5.6%,Revolution Brewing
N/A,12 oz.,American IPA,"Fuquay-Varina, NC",705,Hog Wild India Pale Ale,6.7%,Aviator Brewing Company
5,12 oz.,Tripel,"Fuquay-Varina, NC",704,Devils Tramping Ground Tripel,9.2%,Aviator Brewing Company
41,12 oz.,American Amber / Red Ale,"Fuquay-Varina, NC",702,Hot Rod Red,6.1%,Aviator Brewing Company
N/A,16 oz.,American Blonde Ale,"Menominie, WI",700,The Farmer's Daughter,4.8%,Lucette Brewing Company
N/A,12 oz.,American Pale Lager,"Mustang, OK",699,Session '33 (2011),4.0%,Mustang Brewing Company
24,16 oz.,Dortmunder / Export Lager,"Indianapolis, IN",698,Indians Victory Lager (2012),5.2%,Sun King Brewing Company
48,16 oz.,American Pale Ale (APA),"Fort Collins, CO",697,Stimulator Pale Ale,5.3%,Pateros Creek Brewing Company
22,16 oz.,Kölsch,"Fort Collins, CO",696,Old Town Ale,4.5%,Pateros Creek Brewing Company
28,16 oz.,English Bitter,"Fort Collins, CO",695,Car 21,4.4%,Pateros Creek Brewing Company
24,16 oz.,American Porter,"Fort Collins, CO",694,Cache La Porter,5.0%,Pateros Creek Brewing Company
54,12 oz.,American Pale Ale (APA),"Westerly, RI",693,Flying Jenny Extra Pale Ale (2012),6.0%,Grey Sail Brewing of Rhode Island
40,12 oz.,American White IPA,"Patchogue, NY",692,Blue Point White IPA,6.0%,Blue Point Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Conroe, TX",691,Walloon (2014),5.5%,Southern Star Brewing Company
24,12 oz.,American Amber / Red Ale,"Lahaina, HI",690,Sobrehumano Palena'ole,6.0%,Maui Brewing Company
N/A,12 oz.,American IPA,"Athens, OH",689,Mystic Mama IPA,7.0%,Jackie O's Pub & Brewery
N/A,12 oz.,American Amber / Red Ale,"Athens, OH",688,Firefly Amber Ale,5.0%,Jackie O's Pub & Brewery
N/A,12 oz.,English Brown Ale,"Athens, OH",687,Chomolungma Honey Nut Brown Ale,6.7%,Jackie O's Pub & Brewery
N/A,12 oz.,American IPA,"Utica, NY",686,Saranac White IPA,6.0%,Matt Brewing Company
15,12 oz.,Witbier,"Edwards, CO",685,Lava Lake Wit,5.2%,Crazy Mountain Brewing Company
N/A,12 oz.,American Blonde Ale,"Stevens Point, WI",684,Drop Dead Blonde,3.5%,Stevens Point Brewery
30,12 oz.,Belgian Pale Ale,"Boulder, CO",683,Upslope Belgian Style Pale Ale,7.5%,Upslope Brewing Company
N/A,16 oz.,American Double / Imperial IPA,"Estacada, OR",682,Mjolnir Imperial IPA,6.9%,Fearless Brewing Company
23,16 oz.,Kölsch,"Boulder, CO",681,Summertime Ale,5.2%,Crystal Springs Brewing Company
N/A,16 oz.,German Pilsener,"Buena Vista, CO",680,Boater Beer,4.5%,Eddyline Brewery & Restaurant
N/A,16 oz.,American Amber / Red Ale,"Grand Rapids, MI",677,Big Red Coq (2012),6.2%,Brewery Vivant
20,16 oz.,American Pale Wheat Ale,"Manhattan, KS",676,Halcyon Unfiltered Wheat,5.0%,Tallgrass Brewing Company
N/A,16 oz.,Witbier,"Astoria, OR",674,Quick Wit Belgianesque Ale,5.2%,Fort George Brewery
25,16 oz.,American Amber / Red Lager,"Seattle, WA",673,Dottie Seattle Lager,4.9%,Emerald City Beer Company
99,16 oz.,Rye Beer,"Davenport, IA",672,Hop A Potamus Double Dark Rye Pale Ale,9.0%,Great River Brewery
N/A,16 oz.,Saison / Farmhouse Ale,"Grand Rapids, MI",671,Zaison (2012),9.0%,Brewery Vivant
N/A,16 oz.,Tripel,"Grand Rapids, MI",670,Vivant Tripel (2012),9.2%,Brewery Vivant
N/A,16 oz.,Belgian IPA,"Grand Rapids, MI",669,Trebuchet Double IPA (2012),9.7%,Brewery Vivant
36,12 oz.,American Pale Ale (APA),"Carlsbad, CA",668,Mucho Aloha Hawaiian Pale Ale,5.6%,Butcher's Brewing
16,12 oz.,American Blonde Ale,"Patchogue, NY",667,Blue Point Summer Ale,4.4%,Blue Point Brewing Company
85,12 oz.,American Double / Imperial IPA,"Houston, TX",666,Rodeo Clown Double IPA,9.5%,Karbach Brewing Company
28,12 oz.,Vienna Lager,"Patchogue, NY",665,Toasted Lager,5.5%,Blue Point Brewing Company
100,16 oz.,American IPA,"Albuquerque, NM",664,Elevated IPA,7.2%,La Cumbre Brewing Company
44,24 oz.,American IPA,"San Diego, CA",663,TailGate IPA,5.0%,TailGate Beer
44,12 oz.,American IPA,"San Diego, CA",662,TailGate IPA,5.0%,TailGate Beer
N/A,16 oz. Alumi-Tek®	,Belgian Strong Pale Ale,"Longmont, CO",661,Chaka,8.0%,Oskar Blues Brewery
N/A,16 oz. Alumi-Tek®	,Belgian Strong Pale Ale,"Indianapolis, IN",660,Chaka,8.0%,Sun King Brewing Company
29,16 oz.,Oatmeal Stout,"Greeley, CO",659,Crabtree Oatmeal Stout,7.5%,Crabtree Brewing Company
32,16 oz.,Czech Pilsener,"Portland, OR",658,HUB Lager,5.1%,Hopworks Urban Brewery
N/A,12 oz.,Munich Helles Lager,"Nantucket, MA",657,Summer of Lager,6.2%,Cisco Brewers
N/A,12 oz.,American IPA,"Nantucket, MA",656,Indie Pale Ale,6.5%,Cisco Brewers
22,16 oz.,American Brown Ale,"Davenport, IA",655,Farmer Brown Ale,7.0%,Great River Brewery
N/A,16 oz.,American Blonde Ale,"Portland, OR",654,Undun Blonde Ale (2012),5.3%,Natian Brewery
75,16 oz.,American IPA,"Portland, OR",653,Hopworks IPA (2012),6.6%,Hopworks Urban Brewery
N/A,12 oz.,American IPA,"Lexington, KY",652,West Sixth IPA,???,West Sixth Brewing
91,16 oz.,American Double / Imperial IPA,"Indianapolis, IN",651,Isis,9.1%,Sun King Brewing Company
13,12 oz.,Kölsch,"Stevens Point, WI",650,Three Kings Ale,4.9%,Stevens Point Brewery
36,16 oz.,American Brown Ale,"Aurora, IN",649,Great Crescent Brown Ale,4.5%,Great Crescent Brewery
64,12 oz.,American IPA,"Anchorage, AK",648,Fairweather IPA,6.1%,Broken Tooth Brewing Company
12,16 oz.,Scotch Ale / Wee Heavy,"Belmont, CA",647,Full Boar Scotch Ale,7.4%,Devil's Canyon Brewery
N/A,12 oz.,English Brown Ale,"Myrtle Beach, SC",646,Nut Brown Ale,5.4%,New South Brewing Company
N/A,16 oz.,California Common / Steam Beer,"Moab, UT",645,Rocket Bike American Lager,4.0%,Moab Brewery
N/A,16 oz.,American IPA,"Moab, UT",644,Johnny's American IPA,4.0%,Moab Brewery
32,12 oz.,Czech Pilsener,"Chattanooga, TN",643,Big River Pilsner,5.0%,Big River Brewing Company
N/A,12 oz.,American IPA,"Warrenville, IL",642,Outlaw IPA (2015),6.5%,Two Brothers Brewing Company
65,16 oz.,American IPA,"Boulder, CO",641,Hoppy Boy,6.2%,Twisted Pine Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Brooklyn, NY",640,Hipster Ale (Westbrook Brewing),5.5%,Evil Twin Brewing
18,16 oz.,Fruit / Vegetable Beer,"Aurora, IN",639,Cherry Ale (1),5.7%,Great Crescent Brewery
N/A,12 oz.,Witbier,"Morganton, NC",638,White Zombie Ale,4.7%,Catawba Brewing Company
70,12 oz.,American IPA,"Huntsville, AL",637,Monkeynaut IPA,7.2%,Straight to Ale
100,16 oz.,American IPA,"Denver, CO",636,Ryeteous Rye IPA (2012),7.0%,Renegade Brewing Company
72,16 oz.,American IPA,"Eagle, CO",633,Firestarter India Pale Ale,6.6%,Bonfire Brewing Company
55,12 oz.,American IPA,"Chattanooga, TN",632,House Brand IPA,6.0%,Big River Brewing Company
22,12 oz.,Cream Ale,"Westerly, RI",631,Flagship Ale,4.9%,Grey Sail Brewing of Rhode Island
11,16 oz.,American Pale Wheat Ale,"Brooklyn, NY",630,Apollo,5.2%,Sixpoint Craft Ales
35,16 oz.,Saison / Farmhouse Ale,"Brooklyn, NY",629,Harbinger,4.9%,Sixpoint Craft Ales
103,12 oz.,American Double / Imperial IPA,"Brooklyn, NY",628,Resin,9.1%,Sixpoint Craft Ales
N/A,16 oz.,Belgian Strong Dark Ale,"Grand Rapids, MI",627,Kludde,8.5%,Brewery Vivant
27,16 oz.,Dortmunder / Export Lager,"Aurora, IN",626,Aurora Lager (2011),5.7%,Great Crescent Brewery
N/A,12 oz.,American IPA,"Lake Havasu City, AZ",625,Desert Magic IPA,7.2%,Mudshark Brewing Company
28,24 oz.,Hefeweizen,"San Diego, CA",623,TailGate Hefeweizen,4.9%,TailGate Beer
19,24 oz.,American Blonde Ale,"San Diego, CA",622,Blacktop Blonde,5.0%,TailGate Beer
N/A,12 oz.,Schwarzbier,"Denver, CO",620,B3K Black Lager,5.5%,Wynkoop Brewing Company
10,12 oz.,Fruit / Vegetable Beer,"Westminster, MA",619,Wachusett Blueberry Ale,4.5%,Wachusett Brewing Company
55,12 oz.,American IPA,"Westminster, MA",618,Green Monsta IPA,6.0%,Wachusett Brewing Company
36,12 oz.,Foreign / Export Stout,"Jackson, WY",617,Zonker Stout,5.4%,Snake River Brewing Company
N/A,12 oz.,Fruit / Vegetable Beer,"Leavenworth, KS",616,Oregon Trail Unfiltered Raspberry Wheat,4.5%,High Noon Saloon And Brewery
25,16 oz.,American Dark Wheat Ale,"Aurora, IN",615,Frosted Fields Winter Wheat,6.0%,Great Crescent Brewery
N/A,12 oz.,Foreign / Export Stout,"Boulder, CO",614,Upslope Foreign Style Stout,6.9%,Upslope Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Edwards, CO",613,Mountain Livin' Pale Ale,6.0%,Crazy Mountain Brewing Company
37,12 oz.,Extra Special / Strong Bitter (ESB),"Lincoln, NE",612,1327 Pod's ESB,5.6%,Blue Blood Brewing Company
35,12 oz.,American Pale Ale (APA),"Lincoln, NE",611,834 Happy As Ale,4.6%,Blue Blood Brewing Company
10,12 oz.,American Pale Wheat Ale,"Boston, MA",610,UFO White,4.8%,Harpoon Brewery
15,12 oz.,Herbed / Spiced Beer,"Chicago, IL",609,Rosa Hibiscus Ale,5.8%,Revolution Brewing Company
60,12 oz.,American IPA,"Frederick, MD",608,Snake Dog IPA,7.1%,Flying Dog Brewery
28,12 oz.,American Pale Lager,"Frederick, MD",607,Underdog Atlantic Lager,4.7%,Flying Dog Brewery
N/A,16 oz.,Low Alcohol Beer,"Santa Cruz, CA",606,Scotty K NA,0.1%,Uncommon Brewers
29,16 oz.,Saison / Farmhouse Ale,"Spirit Lake, IA",603,Midwest Charm Farmhouse Ale,6.0%,Okoboji Brewing Company
45,16 oz.,American Pale Ale (APA),"Spirit Lake, IA",602,Boji Blue Pale Ale,5.0%,Okoboji Brewing Company
26,16 oz.,American Stout,"Spirit Lake, IA",601,Winter Games Select #32 Stout,5.7%,Okoboji Brewing Company
23,16 oz.,Rye Beer,"Spirit Lake, IA",600,Boji Beach Golden Rye Ale,5.0%,Okoboji Brewing Company
N/A,12 oz.,Irish Red Ale,"Santa Fe, NM",599,Santa Fe Irish Red Ale,4.5%,Santa Fe Brewing Company
27,12 oz.,American Blonde Ale,"Aspen, CO",597,This Season's Blonde,5.6%,Aspen Brewing Company
67,12 oz.,American IPA,"Aspen, CO",596,Independence Pass Ale,7.0%,Aspen Brewing Company
N/A,16 oz.,American Pale Ale (APA),"Manhattan, KS",595,8-Bit Pale Ale,5.2%,Tallgrass Brewing Company
N/A,12 oz.,American IPA,"Durham, NC",594,Triangle India Pale Ale,5.7%,Triangle Brewing Company
18,12 oz.,American Amber / Red Lager,"Kona, HI",590,Longboard Island Lager,4.6%,Kona Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Telluride, CO",589,Bridal Veil Rye Pale Ale,5.5%,Telluride Brewing Company
16,12 oz.,Hefeweizen,"Saint Louis, MO",588,Schlafly Hefeweizen,4.1%,Schlafly Brewing Company
12,12 oz.,Witbier,"Anchorage, AK",587,Snowshoe White Ale,4.8%,Midnight Sun Brewing Company
24,12 oz.,American Brown Ale,"Anchorage, AK",586,Kodiak Brown Ale,5.0%,Midnight Sun Brewing Company
70,12 oz.,American Strong Ale,"Longmont, CO",585,HGH (Home Grown Hops): Part Duh,8.0%,Oskar Blues Brewery
30,16 oz.,Scotch Ale / Wee Heavy,"Indianapolis, IN",584,Wee Muckle (2011),9.0%,Sun King Brewing Company
44,12 oz.,American IPA,"Woodinville, WA",583,Long Hammer IPA,6.5%,Redhook Brewery
N/A,12 oz.,Altbier,"Baltimore, MD",582,Balt Altbier,6.0%,Union Craft Brewing
20,12 oz.,American Pale Wheat Ale,"Chicago, IL",581,312 Urban Wheat Ale (2012),4.2%,Goose Island Brewing Company
22,16 oz.,Cream Ale,"Providence, RI",580,Narragansett Cream Ale,5.0%,Narragansett Brewing Company
65,12 oz.,American IPA,"Missoula, MT",579,Big Sky IPA (2012),6.2%,Big Sky Brewing Company
29,16 oz.,American Pale Lager,"Fort Collins, CO",578,Shift,5.0%,New Belgium Brewing Company
N/A,12 oz.,Munich Helles Lager,"New York, NY",577,Bomb Lager (New Recipe),5.1%,Bomb Beer Company
16,12 oz.,Witbier,"Mt. Pleasant, SC",576,White Thai,5.0%,Westbrook Brewing Company
65,12 oz.,American IPA,"Mt. Pleasant, SC",575,Westbrook IPA,6.8%,Westbrook Brewing Company
8,12 oz.,Fruit / Vegetable Beer,"Bridgewater Corners, VT",574,Blackbeary Wheat,4.0%,Long Trail Brewing Company
30,12 oz.,Altbier,"Bridgewater Corners, VT",573,Long Trail Ale (1),4.6%,Long Trail Brewing Company
13,12 oz.,Oatmeal Stout,"Boonville, CA",572,Barney Flats Oatmeal Stout (2012),5.7%,Anderson Valley Brewing Company
25,12 oz.,American Brown Ale,"Tampa, FL",571,Maduro Brown Ale,5.5%,Cigar City Brewing Company
N/A,12 oz.,Munich Helles Lager,"Tampa, FL",570,Hotter Than Helles Lager,5.0%,Cigar City Brewing Company
75,12 oz.,American Amber / Red Ale,"Tampa, FL",569,Tocobaga Red Ale,7.2%,Cigar City Brewing Company
N/A,12 oz.,Belgian Pale Ale,"Woodbridge, CT",568,668 Neighbor of the Beast12 oz.,9.0%,New England Brewing Company
29,12 oz.,American Pilsner,"Seattle, WA",567,Churchkey Pilsner Style Beer,4.9%,Churchkey Can Company
47,12 oz.,English India Pale Ale (IPA),"Brooklyn, NY",566,East India Pale Ale,6.8%,Brooklyn Brewery
N/A,16 oz.,American Double / Imperial IPA,"Longmont, CO",565,Deviant Dale's IPA,8.0%,Oskar Blues Brewery
